Cell_Number,R_Area,B_Area,BR_Ratio,Prop_Infected,Cell_Source,Unique_id,Status,F1,Manual_Match
21,164047,195050,1.1889885215822296,0.5431680019604731,AS_STARTER_2-20240716,AS_STARTER_2-20240716_21,late_infected,TP,AS_STARTER_2-20240716_10
22,62257,144568,2.3221163885185603,0.6989870663604496,AS_STARTER_2-20240716,AS_STARTER_2-20240716_22,late_infected,TP,AS_STARTER_2-20240716_16
23,128061,172897,1.350114398606914,0.5744887991015357,AS_STARTER_2-20240716,AS_STARTER_2-20240716_23,late_infected,TP,AS_STARTER_2-20240716_20
24,99473,155766,1.565912358127331,0.6102750755174562,AS_STARTER_2-20240716,AS_STARTER_2-20240716_24,late_infected,TP,AS_STARTER_2-20240716_13
25,157561,197282,1.252099187,0.5559698232739549,AS_STARTER_2-20240716,AS_STARTER_2-20240716_25,late_infected,TP,AS_STARTER_2-20240716_23
26,109335,169721,1.552302556,0.6081969210481051,AS_STARTER_2-20240716,AS_STARTER_2-20240716_26,late_infected,TP,AS_STARTER_2-20240716_33
27,116332,217737,1.871686208437919,0.651772538,AS_STARTER_2-20240716,AS_STARTER_2-20240716_27,late_infected,FP,NA/7
28,67390,211883,3.144131176732453,0.7586948971078479,AS_STARTER_2-20240716,AS_STARTER_2-20240716_28,late_infected,TP,AS_STARTER_2-20240716_3
29,93374,139470,1.4936706149463448,0.5989847279723763,AS_STARTER_2-20240716,AS_STARTER_2-20240716_29,late_infected,TP,AS_STARTER_2-20240716_27
30,54828,89731,1.6365907930254615,0.6207223348252271,AS_STARTER_2-20240716,AS_STARTER_2-20240716_30,late_infected,FP,NA/24
1,178617,239829,1.3426997430255798,0.5731420541718645,AS_STARTER_5-20240716,AS_STARTER_5-20240716_1,late_infected,TP,AS_STARTER_5-20240716_7
2,86568,148613,1.7167198040846503,0.6319090402711104,AS_STARTER_5-20240716,AS_STARTER_5-20240716_2,late_infected,TP,AS_STARTER_5-20240716_16
3,258504,267814,1.0360149165970352,0.508844463,AS_STARTER_5-20240716,AS_STARTER_5-20240716_3,late_infected,TP,AS_STARTER_5-20240716_3
4,168575,263226,1.5614770873498445,0.609600256,AS_STARTER_5-20240716,AS_STARTER_5-20240716_4,late_infected,TP,AS_STARTER_5-20240716_17
5,331365,291162,0.8786745733556652,0.4677098342722485,AS_STARTER_5-20240716,AS_STARTER_5-20240716_5,early_infected,FP,NA/5
6,73206,218543,2.985315411305084,0.7490788314612904,AS_STARTER_5-20240716,AS_STARTER_5-20240716_6,late_infected,FP,NA
7,125235,146578,1.1704236036251847,0.5392604474399679,AS_STARTER_5-20240716,AS_STARTER_5-20240716_7,late_infected,FP,NA/3
8,168581,270548,1.604854639609446,0.6161014189452302,AS_STARTER_5-20240716,AS_STARTER_5-20240716_8,late_infected,FP,NA
9,94973,184809,1.9459109431101471,0.6605464254312285,AS_STARTER_5-20240716,AS_STARTER_5-20240716_9,late_infected,TP,AS_STARTER_5-20240716_14
10,232593,274941,1.1820691078407346,0.5417193724952417,AS_STARTER_5-20240716,AS_STARTER_5-20240716_10,late_infected,TP,AS_STARTER_5-20240716_5
11,170035,209827,1.2340224071514687,0.5523769158273267,AS_STARTER_5-20240716,AS_STARTER_5-20240716_11,late_infected,FP,NA/5
12,96072,223953,2.3310954284286787,0.6997984532458402,AS_STARTER_5-20240716,AS_STARTER_5-20240716_12,late_infected,TP,AS_STARTER_5-20240716_8
13,74041,211708,2.859334692940398,0.7408879821101736,AS_STARTER_5-20240716,AS_STARTER_5-20240716_13,late_infected,TP,AS_STARTER_5-20240716_20
14,279503,339174,1.2134896584294266,0.5482246794369275,AS_STARTER_5-20240716,AS_STARTER_5-20240716_14,late_infected,TP,AS_STARTER_5-20240716_15
15,108633,218826,2.014360277263815,0.6682546517273918,AS_STARTER_5-20240716,AS_STARTER_5-20240716_15,late_infected,TP,AS_STARTER_5-20240716_2
16,167856,363895,2.167899866552283,0.6843334568247168,AS_STARTER_5-20240716,AS_STARTER_5-20240716_16,late_infected,TP,AS_STARTER_5-20240716_6
17,116392,225973,1.941482232455839,0.6600353423977334,AS_STARTER_5-20240716,AS_STARTER_5-20240716_17,late_infected,FP,NA/12
18,226294,240411,1.0623834480808152,0.5151241148048553,AS_STARTER_5-20240716,AS_STARTER_5-20240716_18,late_infected,FP,NA/3
19,235848,421275,1.786214002,0.6410900242420369,AS_STARTER_5-20240716,AS_STARTER_5-20240716_19,late_infected,TP,AS_STARTER_5-20240716_18
20,108474,215795,1.9893707247819752,0.6654814367084119,AS_STARTER_5-20240716,AS_STARTER_5-20240716_20,late_infected,TP,AS_STARTER_5-20240716_12
21,138551,267886,1.933482977387388,0.6591082996872825,AS_STARTER_5-20240716,AS_STARTER_5-20240716_21,late_infected,TP,AS_STARTER_5-20240716_19
1,119397,599269,5.019129458864126,0.8338630184258056,AS_Starter_1-20240711,AS_Starter_1-20240711_1,dead,TP,AS_Starter_1-20240711_42
2,178556,880860,4.933242232128856,0.8314580863419091,AS_Starter_1-20240711,AS_Starter_1-20240711_2,dead,FP,NA
3,169581,1252681,7.386918345805249,0.8807666941815221,AS_Starter_1-20240711,AS_Starter_1-20240711_3,dead,FP,NA
4,214693,1717448,7.9995528498833215,0.8888833682427939,AS_Starter_1-20240711,AS_Starter_1-20240711_4,dead,FP,NA
5,180002,1041390,5.785435717380918,0.8526255289047251,AS_Starter_1-20240711,AS_Starter_1-20240711_5,dead,FP,NA
6,208482,960662,4.6078894101169405,0.8216797930793811,AS_Starter_1-20240711,AS_Starter_1-20240711_6,dead,FP,NA
7,189742,995136,5.2446796175859856,0.8398636821681219,AS_Starter_1-20240711,AS_Starter_1-20240711_7,dead,FP,NA
8,119726,319038,2.664734477055944,0.7271289349171765,AS_Starter_1-20240711,AS_Starter_1-20240711_8,late_infected,TP,AS_Starter_1-20240711_12
9,106281,1438955,13.53915563459132,0.9312202149056844,AS_Starter_1-20240711,AS_Starter_1-20240711_9,dead,FP,NA
10,77312,1410857,18.248874689569536,0.948048911,AS_Starter_1-20240711,AS_Starter_1-20240711_10,dead,FP,NA
11,217972,866306,3.974391206209972,0.7989703747562894,AS_Starter_1-20240711,AS_Starter_1-20240711_11,late_infected,FP,NA
12,77670,491051,6.322273722157847,0.863430399,AS_Starter_1-20240711,AS_Starter_1-20240711_12,dead,TP,AS_Starter_1-20240711_21
13,105817,1701860,16.08304903748925,0.9414624404691768,AS_Starter_1-20240711,AS_Starter_1-20240711_13,dead,FP,NA
14,132189,1204798,9.114207687477778,0.9011291807624158,AS_Starter_1-20240711,AS_Starter_1-20240711_14,dead,TP,AS_Starter_1-20240711_41
15,136062,687336,5.051638223750937,0.8347554888401478,AS_Starter_1-20240711,AS_Starter_1-20240711_15,dead,FP,NA
16,53790,680295,12.64723926380368,0.9267251067655652,AS_Starter_1-20240711,AS_Starter_1-20240711_16,dead,FP,NA
17,94929,2128735,22.42449620242497,0.9573096475007016,AS_Starter_1-20240711,AS_Starter_1-20240711_17,dead,FP,NA
18,27662,293937,10.62602126,0.913986051,AS_Starter_1-20240711,AS_Starter_1-20240711_18,dead,FP,NA
19,145765,1101022,7.553404452371969,0.8830874880793592,AS_Starter_1-20240711,AS_Starter_1-20240711_19,dead,TP,AS_Starter_1-20240711_10
20,118511,828466,6.990625342795184,0.8748533491309715,AS_Starter_1-20240711,AS_Starter_1-20240711_20,dead,FP,NA
21,79373,919276,11.581721744169933,0.9205196220093346,AS_Starter_1-20240711,AS_Starter_1-20240711_21,dead,TP,AS_Starter_1-20240711_20
22,29047,267907,9.223224429373085,0.902183503,AS_Starter_1-20240711,AS_Starter_1-20240711_22,dead,FP,NA
23,28580,487178,17.046116165150455,0.944586415,AS_Starter_1-20240711,AS_Starter_1-20240711_23,dead,TP,AS_Starter_1-20240711_43
24,18768,349519,18.623135123614663,0.949039743,AS_Starter_1-20240711,AS_Starter_1-20240711_24,dead,FP,NA
25,41808,263813,6.310108113279755,0.863203118,AS_Starter_1-20240711,AS_Starter_1-20240711_25,dead,FP,NA
26,257943,427471,1.657230473399162,0.623668323,AS_Starter_1-20240711,AS_Starter_1-20240711_26,late_infected,FP,NA
27,57431,420410,7.320262575960718,0.879811485,AS_Starter_1-20240711,AS_Starter_1-20240711_27,dead,FP,NA
28,60696,257672,4.2452879926189535,0.8093526987636949,AS_Starter_1-20240711,AS_Starter_1-20240711_28,dead,TP,AS_Starter_1-20240711_24
29,121721,721527,5.9277117342118455,0.8556521924748117,AS_Starter_1-20240711,AS_Starter_1-20240711_29,dead,FP,NA
30,80637,431311,5.348797698327071,0.8424898622516349,AS_Starter_1-20240711,AS_Starter_1-20240711_30,dead,FP,NA
31,34704,829279,23.89577570308898,0.9598325430014248,AS_Starter_1-20240711,AS_Starter_1-20240711_31,dead,FP,NA
32,69314,261767,3.776538650200537,0.7906433773004189,AS_Starter_1-20240711,AS_Starter_1-20240711_32,late_infected,FP,NA
33,92521,424726,4.590590244376952,0.8211280104089536,AS_Starter_1-20240711,AS_Starter_1-20240711_33,dead,FP,NA
34,31444,221175,7.033933341814018,0.8755279689967896,AS_Starter_1-20240711,AS_Starter_1-20240711_34,dead,FP,NA
35,28209,184772,6.550108122,0.8675515656326152,AS_Starter_1-20240711,AS_Starter_1-20240711_35,dead,FP,NA
36,179573,341548,1.9020008575899496,0.6554101638582978,AS_Starter_1-20240711,AS_Starter_1-20240711_36,late_infected,TP,AS_Starter_1-20240711_23
37,29118,286554,9.841129198433958,0.907758686,AS_Starter_1-20240711,AS_Starter_1-20240711_37,dead,FP,NA
38,187636,402841,2.1469280948218894,0.6822297904914163,AS_Starter_1-20240711,AS_Starter_1-20240711_38,late_infected,FP,NA
39,73525,364461,4.956967018021081,0.8321293374674076,AS_Starter_1-20240711,AS_Starter_1-20240711_39,dead,TP,AS_Starter_1-20240711_2
40,56718,404459,7.131051870658345,0.8770146819984518,AS_Starter_1-20240711,AS_Starter_1-20240711_40,dead,TP,AS_Starter_1-20240711_20
41,60111,126782,2.1091314401690204,0.678366766,AS_Starter_1-20240711,AS_Starter_1-20240711_41,late_infected,TP,AS_Starter_1-20240711_5
42,51003,352623,6.913769778248338,0.8736379717857621,AS_Starter_1-20240711,AS_Starter_1-20240711_42,dead,FP,NA
43,35172,257587,7.323638121232799,0.8798602263295066,AS_Starter_1-20240711,AS_Starter_1-20240711_43,dead,TP,AS_Starter_1-20240711_10
44,45970,117942,2.565629758538177,0.719544634,AS_Starter_1-20240711,AS_Starter_1-20240711_44,late_infected,FP,NA
45,129973,441064,3.393504804844083,0.7723912811253911,AS_Starter_1-20240711,AS_Starter_1-20240711_45,late_infected,FP,NA
46,41023,455853,11.112132218511569,0.9174381535835904,AS_Starter_1-20240711,AS_Starter_1-20240711_46,dead,FP,NA
47,144839,751399,5.187822340667914,0.8383922574137673,AS_Starter_1-20240711,AS_Starter_1-20240711_47,dead,TP,AS_Starter_1-20240711_18
48,81103,336563,4.149821831498218,0.8058185248499997,AS_Starter_1-20240711,AS_Starter_1-20240711_48,dead,TP,AS_Starter_1-20240711_15
49,51921,363104,6.993393809826467,0.874896693,AS_Starter_1-20240711,AS_Starter_1-20240711_49,dead,FP,NA
50,31574,190884,6.045607145119402,0.8580675902867058,AS_Starter_1-20240711,AS_Starter_1-20240711_50,dead,TP,AS_Starter_1-20240711_31
51,90421,528080,5.840236228309795,0.8538062185833167,AS_Starter_1-20240711,AS_Starter_1-20240711_51,dead,FP,NA
1,163610,834222,5.098844813886681,0.8360345228455291,AS_Starter_3-20240711,AS_Starter_3-20240711_1,dead,TP,AS_Starter_3-20240711_39
2,132578,930894,7.021481693795351,0.8753347525839891,AS_Starter_3-20240711,AS_Starter_3-20240711_2,dead,FP,NA
3,119929,446382,3.7220522142267503,0.7882276699552013,AS_Starter_3-20240711,AS_Starter_3-20240711_3,late_infected,FP,NA
4,128737,781446,6.070096398082913,0.8585592128176421,AS_Starter_3-20240711,AS_Starter_3-20240711_4,dead,FP,NA
5,109469,968183,8.844357763385068,0.8984189701313596,AS_Starter_3-20240711,AS_Starter_3-20240711_5,dead,FP,NA
6,132252,845707,6.394663218703687,0.8647673368719957,AS_Starter_3-20240711,AS_Starter_3-20240711_6,dead,TP,AS_Starter_3-20240711_19
7,142936,785372,5.494570996809761,0.8460252416223926,AS_Starter_3-20240711,AS_Starter_3-20240711_7,dead,FP,NA
8,108435,768073,7.083257250887629,0.8762874953793919,AS_Starter_3-20240711,AS_Starter_3-20240711_8,dead,FP,NA
9,83089,584278,7.031953688213843,0.8754972900967534,AS_Starter_3-20240711,AS_Starter_3-20240711_9,dead,FP,NA
10,56891,411136,7.226731820498848,0.8784450469737857,AS_Starter_3-20240711,AS_Starter_3-20240711_10,dead,FP,NA
11,97916,573929,5.861442461,0.8542580505920264,AS_Starter_3-20240711,AS_Starter_3-20240711_11,dead,FP,NA
12,121108,636578,5.256283647653334,0.8401606998149629,AS_Starter_3-20240711,AS_Starter_3-20240711_12,dead,TP,AS_Starter_3-20240711_40
13,142811,1058234,7.41003144,0.8810943803104796,AS_Starter_3-20240711,AS_Starter_3-20240711_13,dead,TP,AS_Starter_3-20240711_37
14,93966,375336,3.9943809462997257,0.7997749849776903,AS_Starter_3-20240711,AS_Starter_3-20240711_14,late_infected,FP,NA
15,117699,677653,5.7575085599707725,0.8520164656655167,AS_Starter_3-20240711,AS_Starter_3-20240711_15,dead,TP,AS_Starter_3-20240711_41
16,67645,215221,3.1816246581417693,0.7608584983702531,AS_Starter_3-20240711,AS_Starter_3-20240711_16,late_infected,FP,NA
17,91242,610445,6.690394774,0.8699676636449015,AS_Starter_3-20240711,AS_Starter_3-20240711_17,dead,FP,NA
18,83455,433366,5.192810496674855,0.8385224284616918,AS_Starter_3-20240711,AS_Starter_3-20240711_18,dead,FP,NA
19,86452,627297,7.256014898440753,0.8788761875673381,AS_Starter_3-20240711,AS_Starter_3-20240711_19,dead,FP,NA
20,123283,709907,5.758352733142445,0.85203495,AS_Starter_3-20240711,AS_Starter_3-20240711_20,dead,FP,NA
21,52851,330964,6.262208851298935,0.8623008480648229,AS_Starter_3-20240711,AS_Starter_3-20240711_21,dead,FP,NA
22,26531,137610,5.186762655,0.8383645767967783,AS_Starter_3-20240711,AS_Starter_3-20240711_22,dead,FP,NA
23,36968,351881,9.518529539,0.9049296770725912,AS_Starter_3-20240711,AS_Starter_3-20240711_23,dead,FP,NA
24,39025,325034,8.328866111467008,0.8928058364166248,AS_Starter_3-20240711,AS_Starter_3-20240711_24,dead,FP,NA
25,29226,304170,10.407513857524124,0.9123384803656912,AS_Starter_3-20240711,AS_Starter_3-20240711_25,dead,FP,NA
26,165727,610811,3.68564567,0.7865822406630455,AS_Starter_3-20240711,AS_Starter_3-20240711_26,late_infected,FP,NA
27,44408,325536,7.330571068275987,0.8799602101939753,AS_Starter_3-20240711,AS_Starter_3-20240711_27,dead,FP,NA
28,87873,271675,3.091677762225029,0.7556014774105265,AS_Starter_3-20240711,AS_Starter_3-20240711_28,late_infected,TP,AS_Starter_3-20240711_4
29,83512,265710,3.1816984385477536,0.7608627176981977,AS_Starter_3-20240711,AS_Starter_3-20240711_29,late_infected,FP,NA
30,52846,391027,7.399367974870378,0.8809434230061302,AS_Starter_3-20240711,AS_Starter_3-20240711_30,dead,FP,NA
31,52021,513713,9.875108129409275,0.9080468912952024,AS_Starter_3-20240711,AS_Starter_3-20240711_31,dead,FP,NA
32,15513,109061,7.030297170115387,0.8754716072374653,AS_Starter_3-20240711,AS_Starter_3-20240711_32,dead,FP,NA
33,30479,128942,4.230519374,0.8088143970995039,AS_Starter_3-20240711,AS_Starter_3-20240711_33,dead,FP,NA
34,36602,246536,6.7355882192229934,0.8707273485014375,AS_Starter_3-20240711,AS_Starter_3-20240711_34,dead,FP,NA
35,100454,378443,3.767326338423557,0.7902388196209206,AS_Starter_3-20240711,AS_Starter_3-20240711_35,late_infected,FP,NA
36,62306,361466,5.801463743459699,0.852972825,AS_Starter_3-20240711,AS_Starter_3-20240711_36,dead,FP,NA
37,50755,373150,7.351985026105802,0.8802679845720149,AS_Starter_3-20240711,AS_Starter_3-20240711_37,dead,TP,AS_Starter_3-20240711_18
38,74824,384396,5.137335614,0.8370628456948739,AS_Starter_3-20240711,AS_Starter_3-20240711_38,dead,FP,NA
39,41406,585536,14.14133217408105,0.933955613,AS_Starter_3-20240711,AS_Starter_3-20240711_39,dead,TP,AS_Starter_3-20240711_27
40,35908,239451,6.668458282,0.8695956914428074,AS_Starter_3-20240711,AS_Starter_3-20240711_40,dead,FP,NA
41,33125,169042,5.103154716981132,0.8361503113762384,AS_Starter_3-20240711,AS_Starter_3-20240711_41,dead,TP,AS_Starter_3-20240711_11
42,43240,282488,6.533024976873265,0.867251203,AS_Starter_3-20240711,AS_Starter_3-20240711_42,dead,FP,NA
43,50431,422773,8.383196843211516,0.8934265137234682,AS_Starter_3-20240711,AS_Starter_3-20240711_43,dead,FP,NA
44,24654,184358,7.477812930964549,0.8820450500449735,AS_Starter_3-20240711,AS_Starter_3-20240711_44,dead,TP,AS_Starter_3-20240711_20
45,60440,425525,7.0404533421575115,0.8756289033160825,AS_Starter_3-20240711,AS_Starter_3-20240711_45,dead,FP,NA
46,27615,266062,9.634691290965057,0.9059681214395408,AS_Starter_3-20240711,AS_Starter_3-20240711_46,dead,FP,NA
47,40180,319228,7.944947735191637,0.8882050483016516,AS_Starter_3-20240711,AS_Starter_3-20240711_47,dead,FP,NA
48,21622,184191,8.518684673018223,0.8949434680996827,AS_Starter_3-20240711,AS_Starter_3-20240711_48,dead,FP,NA
49,26155,109242,4.176715733129421,0.8068273299999261,AS_Starter_3-20240711,AS_Starter_3-20240711_49,dead,FP,NA
50,46894,307069,6.548151149400776,0.8675172263767682,AS_Starter_3-20240711,AS_Starter_3-20240711_50,dead,FP,NA
